id,title,authority,country,region,topic,document_type,date,year,month,sentiment,sentiment_score,risk_level,risk_score,document_length,confidence_score,status,content,url,language,tags
11,"James M. Inhofe National Defense Authorization Act for Fiscal Year 2023, Section 6723 (""Requirements and report on workforce needs of intelligence community relating to science, technology, engineering, and math, and related areas"")",United States Congress,United States,Federal government,NDAA provisions,Law/Act,2022-12-23,2022,12,positive,0.9905,low,0.0,218,1.0,Enacted,"SEC. 6723. REQUIREMENTS AND REPORT ON WORKFORCE NEEDS OF INTELLIGENCE COMMUNITY RELATING TO SCIENCE, TECHNOLOGY, ENGINEERING, AND MATH, AND RELATED AREAS. (a) Requirements.--The Director of National Intelligence, in coordination with the heads of human capital from each element of the intelligence community, shall-- (1) develop a plan for the recruitment and retention of personnel to positions the primary duties of which involve the integration, maintenance, or use of artificial intelligence (and the retention and training of personnel serving in such positions), including with respect to the authorities and requirements under section 6732(b); (2) develop a plan for the review and evaluation, on a continuous basis, of the expertise necessary to accelerate the adoption of artificial intelligence and other emerging technology solutions; and (3) coordinate and share information and best practices relating to such recruitment and retention within the element and across the intelligence community. (b) Report.-- (1) Submission.--Not later than January 1, 2024, the Director of National Intelligence, in coordination with heads of human capital from each element of the intelligence community, shall submit to the congressional intelligence committees, the Subcommittee on Defense of the Committee on Appropriations of the Senate, and the Subcommittee on Defense of the Committee on Appropriations of the House of Representatives a single report on the workforce needs of each element of the",https://www.congress.gov/bill/117th-congress/house-bill/7776/text,en,"Strategies: Government study or report, Strategies: Government support, Strategies: Government support: AI workforce-related, Applications: Government: military and public safety"
12,"James M. Inhofe National Defense Authorization Act for Fiscal Year 2023, Section 6731 (""Report on establishment of technology acquisition cadre"")",United States Congress,United States,Federal government,NDAA provisions,Law/Act,2022-12-23,2022,12,positive,0.9907,low,0.0,209,1.0,Enacted,"SEC. 6731. REPORT ON ESTABLISHMENT OF TECHNOLOGY ACQUISITION CADRE. (a) Report.--Not later than 180 days after the date of the enactment of this Act, the Director of National Intelligence shall submit to the congressional intelligence committees, the Subcommittee on Defense of the Committee on Appropriations of the Senate, and the Subcommittee on Defense of the Committee on Appropriations of the House of Representatives a report containing a feasibility and advisability study on establishing a cadre of personnel who are experts in emerging technologies, software development, systems integration, and acquisition, to improve the adoption of commercial solutions for emerging technologies across the intelligence community, particularly as the technologies relate to artificial intelligence. (b) Elements.--The study under subsection (a) shall include the following: (1) An examination regarding whether a cadre of personnel described in subsection (a) would be an effective and efficient means to substantially improve and accelerate the adoption of commercial artificial intelligence and other emerging technology products and services in support of the missions of the intelligence community if the cadre has the capacity and relevant expertise to-- (A) accelerate the adoption of emerging technologies, including with respect to artificial intelligence; (B) assist with software development and acquisition; and (C) develop training requirements for acquisition professionals within the elem",https://www.congress.gov/bill/117th-congress/house-bill/7776/text,en,"Strategies: Evaluation, Strategies: Government study or report, Strategies: Government support: For R&D, Strategies: Government support: AI workforce-related, Strategies: Governance development, Strategies: New institution, Applications: Government: military and public safety"
13,"James M. Inhofe National Defense Authorization Act for Fiscal Year 2023, Section 6742 (""Code-free artificial intelligence enablement tools policy"")",United States Congress,United States,Federal government,NDAA provisions,Law/Act,2022-12-23,2022,12,positive,0.9956,low,0.0,211,1.0,Enacted,"SEC. 6742. CODE-FREE ARTIFICIAL INTELLIGENCE ENABLEMENT TOOLS POLICY. (a) Draft Policy.--Not later than 1 year after the date of the enactment of this Act, the Director of National Intelligence, in consultation with the Director of the Central Intelligence Agency, the Director of the National Security Agency, the Director of the National Reconnaissance Office, the Director of the National Geospatial- Intelligence Agency, and the Director of the Defense Intelligence Agency, and any additional heads of the elements of the intelligence community that the Director of National Intelligence determines appropriate, shall draft a potential policy to promote the intelligence community-wide use of code-free artificial intelligence enablement tools. (b) Elements.--The draft policy under subsection (a) shall include the following: (1) The objective for the use by the intelligence community of code-free artificial intelligence enablement tools. (2) A detailed set of incentives for using code-free artificial intelligence enablement tools. (3) A plan to ensure coordination throughout the intelligence community, including consideration of designating an official of each element of the intelligence community to oversee implementation of the policy and such coordination. (c) Submission.--Not later than 180 days after the date of the enactment of this Act, the Director of National Intelligence shall submit to the congressional intelligence committees, the Subcommittee on Defense of the Committe",https://www.congress.gov/bill/117th-congress/house-bill/7776/text,en,"Strategies: Government support, Strategies: Government support: For R&D, Strategies: New institution, Applications: Government: military and public safety, Applications: Government: benefits and welfare"
14,Advancing American Artificial Intelligence Act,United States Congress,United States,Federal government,U.S. federal laws,Law/Act,2022-12-23,2022,12,positive,0.9931,low,0.0556,212,1.0,Enacted,"Subtitle B SHORT TITLE. This subtitle may be cited as the ``Advancing American AI Act''. SEC. 7222. PURPOSES. The purposes of this subtitle are to-- (1) encourage agency artificial intelligence-related programs and initiatives that enhance the competitiveness of the United States and foster an approach to artificial intelligence that builds on the strengths of the United States in innovation and entrepreneurialism; (2) enhance the ability of the Federal Government to translate research advances into artificial intelligence applications to modernize systems and assist agency leaders in fulfilling their missions; (3) promote adoption of modernized business practices and advanced technologies across the Federal Government that align with the values of the United States, including the protection of privacy, civil rights, and civil liberties; and (4) test and harness applied artificial intelligence to enhance mission effectiveness, agency program integrity, and business practice efficiency. SEC. 7223. DEFINITIONS. In this subtitle: (1) Agency.--The term ``agency'' has the meaning given the term in section 3502 of title 44, United States Code. (2) Appropriate congressional committees.--The term ``appropriate congressional committees'' means-- (A) the Committee on Homeland Security and Governmental Affairs of the Senate; (B) the Committee on Oversight and Reform of the House of Representatives; and (C) the Committee on Homeland Security of the House of Representatives. (3) Artificia",https://www.congress.gov/bill/117th-congress/house-bill/7776/text,en,"Risk factors: Privacy, Strategies: Evaluation, Strategies: Evaluation: Impact assessment, Strategies: Government study or report, Strategies: Government support: AI workforce-related, Strategies: Convening, Strategies: Governance development, Applications: Government: other applications/unspecified"
15,"James M. Inhofe National Defense Authorization Act for Fiscal Year 2023, Section 11226 (""Artificial intelligence strategy"")",United States Congress,United States,Federal government,NDAA provisions,Law/Act,2022-12-23,2022,12,positive,0.9791,low,0.0,187,1.0,Enacted,"SEC. 11226. ARTIFICIAL INTELLIGENCE STRATEGY. (a) Coordination of Data and Artificial Intelligence Activities Relating to Identifying, Demonstrating, and Where Appropriate Transitioning to Operational Use.-- (1) In general.--The Commandant shall coordinate data and artificial intelligence activities relating to identifying, demonstrating and where appropriate transitioning to operational use of artificial intelligence technologies when such technologies enhance mission capability or performance. (2) Emphasis.--The set of activities established under paragraph (1) shall-- (A) apply data analytics, artificial intelligence, and machine-learning solutions to operational and mission-support problems; and (B) coordinate activities involving artificial intelligence and artificial intelligence-enabled capabilities within the Coast Guard. (b) Designated Official.-- (1) In general.--Not later than 1 year after the date of enactment of this Act, the Commandant shall designate a senior official of the Coast Guard (referred to in this section as the ``designated official'') with the principal responsibility for the coordination of data and artificial intelligence activities relating to identifying, demonstrating, and, where appropriate, transitioning to operational use artificial intelligence and machine learning for the Coast Guard. (2) Governance and oversight of artificial intelligence and machine learning policy.--The designated official shall regularly convene appropriate officials o",https://www.congress.gov/bill/117th-congress/house-bill/7776/text,en,"Strategies: Evaluation, Strategies: Government study or report, Strategies: Government support, Strategies: Government support: For R&D, Strategies: Convening, Applications: Government: military and public safety, Applications: Government: judicial and law enforcement"
16,"James M. Inhofe National Defense Authorization Act for Fiscal Year 2023, Section 11227 (""Review of artificial intelligence applications and establishment of performance metrics"")",United States Congress,United States,Federal government,NDAA provisions,Law/Act,2022-12-23,2022,12,positive,0.9748,low,0.0,208,1.0,Enacted,"SEC. 11227. REVIEW OF ARTIFICIAL INTELLIGENCE APPLICATIONS AND ESTABLISHMENT OF PERFORMANCE METRICS. (a) In General.--Not later than 2 years after the date of enactment of this Act, the Commandant shall-- (1) review the potential applications of artificial intelligence and digital technology to the platforms, processes, and operations of the Coast Guard; (2) identify the resources necessary to improve the use of artificial intelligence and digital technology in such platforms, processes, and operations; and (3) establish performance objectives and accompanying metrics for the incorporation of artificial intelligence and digital readiness into such platforms, processes, and operations. (b) Performance Objectives and Accompanying Metrics.-- (1) Skill gaps.--In carrying out subsection (a), the Commandant shall-- (A) conduct a comprehensive review and assessment of-- (i) skill gaps in the fields of software development, software engineering, data science, and artificial intelligence; (ii) the qualifications of civilian personnel needed for both management and specialist tracks in such fields; and (iii) the qualifications of military personnel (officer and enlisted) needed for both management and specialist tracks in such fields; and (B) establish recruiting, training, and talent management performance objectives and accompanying metrics for achieving and maintaining staffing levels needed to fill identified gaps and meet the needs of the Coast Guard for skilled personnel. (2) AI",https://www.congress.gov/bill/117th-congress/house-bill/7776/text,en,"Strategies: Evaluation, Strategies: Government study or report, Strategies: Government support, Strategies: Government support: For R&D, Strategies: Government support: AI workforce-related, Strategies: Governance development, Strategies: Performance requirements, Applications: Business services and analytics, Applications: Government: military and public safety, Applications: Government: judicial and law enforcement"
17,"James M. Inhofe National Defense Authorization Act for Fiscal Year 2023, Section 162 (""Assessment and strategy for fielding capabilities to counter threats posed by unmanned aerial system swarms"")",United States Congress,United States,Federal government,NDAA provisions,Law/Act,2022-12-23,2022,12,negative,-0.7603,low,0.1111,221,1.0,Enacted,"SEC. 162. ASSESSMENT AND STRATEGY FOR FIELDING CAPABILITIES TO COUNTER THREATS POSED BY UNMANNED AERIAL SYSTEM SWARMS. (a) Assessment, Analysis, and Review.--The Secretary of Defense shall conduct-- (1) an assessment of the threats posed by unmanned aerial system swarms and unmanned aerial systems with swarm capabilities to installations and deployed Armed Forces; (2) an analysis of the use or potential use of unmanned aerial system swarms by adversaries, including the People's Republic of China, the Russian Federation, the Islamic Republic of Iran, the Democratic People's Republic of North Korea, and non-state actors; (3) an analysis of the national security implications of swarming technologies such as autonomous intelligence and machine learning; (4) a review of the capabilities used by the Department of Defense to counter threats posed by unmanned aerial systems and an assessment of the effectiveness of such capabilities at countering the threat of unmanned aerial system swarms; and (5) an overview of the efforts of the Department of Defense to develop and field test technologies that offer scalable, modular, and rapidly deployable capabilities with the ability to counter unmanned aerial system swarms. (b) Strategy Development and Implementation Required.-- (1) In general.--The Secretary of Defense shall develop and implement a strategy to field capabilities to counter threats posed by unmanned aerial system swarms. (2) Elements.--The strategy required by paragraph (1) sh",https://www.congress.gov/bill/117th-congress/house-bill/7776/text,en,"Harms: Harm to health/safety, Harms: Harm to infrastructure, Strategies: Evaluation, Strategies: Evaluation: Impact assessment, Strategies: Evaluation: Post-market monitoring, Strategies: Government study or report, Strategies: Governance development, Applications: Government: military and public safety"
23,"William M. (Mac) Thornberry National Defense Authorization Act for Fiscal Year 2021, Division A, Title VII, Section 808 (""Acquisition authority of the Director of the Joint Artificial Intelligence Center"")",United States Congress,United States,Federal government,NDAA provisions,Law/Act,2021-01-01,2021,1,positive,0.9783,low,0.0,221,1.0,Enacted,"SEC. 808. ACQUISITION AUTHORITY OF THE DIRECTOR OF THE JOINT ARTIFICIAL INTELLIGENCE CENTER. (a) AUTHORITY.— The Secretary of Defense shall delegate to the Director of the Joint Artificial Intelligence Center the acquisition authority to exercise the functions of a head of an agency (as defined in section 2302 of title 10, United States Code) with respect to appropriate acquisition activities of the Center. (b) JAIC ACQUISITION EXECUTIVE.— (1) IN GENERAL.—The staff of the Director shall include an acquisition executive who shall be responsible for the supervision of appropriate acquisition activities under subsection (a). Subject to the authority, direction, and control of the Director of the Center, the acquisition executive shall have the authority— (A) to negotiate memoranda of agreement with any element of the Department of Defense to carry out the acquisition of technologies, services, and capabilities developed or identified by the Center; (B) to supervise the acquisition of technologies, services, and capabilities to support the mission of the Center; (C) to represent the Center in discussions with the Secretaries concerned regarding acquisition programs relating to such appropriate acquisition activities for which the Center is involved; and (D) to work with the Secretaries concerned to ensure that the Center is appropriately represented in any joint working group or integrated product team regarding acquisition programs relating to such appropriate activities for whi",https://www.congress.gov/116/plaws/publ283/PLAW-116publ283.pdf,en,"Strategies: Evaluation, Strategies: Evaluation: Conformity assessment, Strategies: Disclosure, Strategies: Disclosure: About evaluation, Strategies: Government support, Strategies: Convening, Strategies: Governance development, Strategies: New institution, Applications: Government: military and public safety"
24,"William M. (Mac) Thornberry National Defense Authorization Act for Fiscal Year 2021, Division A, Title XVII, Section 1751 (""Guidance and direction on use of direct hiring processes for artificial intelligence professionals and other data science and software development personnel"")",United States Congress,United States,Federal government,NDAA provisions,Law/Act,2021-01-01,2021,1,positive,0.9772,low,0.0,207,1.0,Enacted,"SEC. 1751. GUIDANCE AND DIRECTION ON USE OF DIRECT HIRING PROCESSES FOR ARTIFICIAL INTELLIGENCE PROFESSIONALS AND OTHER DATA SCIENCE AND SOFTWARE DEVELOPMENT PERSONNEL. (a) GUIDANCE REQUIRED.—Not later than 180 days after the date of the enactment of this Act, the Secretary of Defense shall review applicable Department of Defense guidance and where beneficial issue new guidance to the secretaries of the military departments and the heads of the defense components on improved use of the direct hiring processes for artificial intelligence professionals and other data science and software development personnel. (b) OBJECTIVE.—The objective of the guidance issued under subsection (a) shall be to ensure that organizational leaders assume greater responsibility for the results of civilian hiring of artificial intelligence professionals and other data science and software development personnel. (c) CONTENTS OF GUIDANCE.—At a minimum, the guidance required by subsection (a) shall— (1) instruct human resources professionals and hiring authorities to utilize available direct hiring authorities (including excepted service authorities) for the hiring of artificial intelligence professionals and other data science and software development personnel, to the maximum extent practicable; (2) instruct hiring authorities, when using direct hiring authorities, to prioritize utilization of panels of subject matter experts over human resources professionals to assess applicant qualifications and d",https://www.congress.gov/116/plaws/publ283/PLAW-116publ283.pdf,en,"Strategies: Government study or report, Strategies: Government support: AI workforce-related, Applications: Government: military and public safety"
25,"William M. (Mac) Thornberry National Defense Authorization Act for Fiscal Year 2021, Division E (""National Artificial Intelligence Initiative Act"")",United States Congress,United States,Federal government,U.S. federal laws,Law/Act,2021-01-01,2021,1,positive,0.9509,medium,0.6111,205,1.0,Enacted,"SEC. 5001. SHORT TITLE. This division may be cited as the ‘‘National Artificial Intelligence Initiative Act of 2020’’. SEC. 5002. DEFINITIONS. In this division: (1) ADVISORY COMMITTEE.—The term ‘‘Advisory Committee’’ means the National Artificial Intelligence Advisory Committee established under section 5104(a). (2) AGENCY HEAD.—The term ‘‘agency head’’ means the head of any Executive agency (as defined in section 105 of TITLE 5, United States Code). (3) ARTIFICIAL INTELLIGENCE.—The term ‘‘artificial intelligence’’ means a machine-based system that can, for a given set of human-defined objectives, make predictions, recommendations or decisions influencing real or virtual environments. Artificial intelligence systems use machine and humanbased inputs to— (A) perceive real and virtual environments; (B) abstract such perceptions into models through analysis in an automated manner; and (C) use model inference to formulate options for information or action. (4) COMMUNITY COLLEGE.—The term ‘‘community college’’ means a public institution of higher education at which the highest degree that is predominantly awarded to students is an associate’s degree, including 2-year Tribal Colleges or Universities under section 316 of the Higher Education Act of 1965 (20 U.S.C. 1059c) and public 2-year State institutions of higher education.(5) INITIATIVE.—The term ‘‘Initiative’’ means the National Artificial Intelligence Initiative established under section 5101(a). (6) INITIATIVE OFFICE.—The te",https://www.congress.gov/116/plaws/publ283/PLAW-116publ283.pdf,en,"Risk factors: Bias, Risk factors: Reliability, Risk factors: Reliability: Robustness, Risk factors: Interpretability and explainability, Risk factors: Privacy, Risk factors: Safety, Risk factors: Security, Risk factors: Security: Dissemination, Risk factors: Transparency, Harms: Violation of civil or human rights, including privacy, Harms: Discrimination, Strategies: Evaluation, Strategies: Evaluation: Impact assessment, Strategies: Evaluation: External auditing, Strategies: Disclosure"
26,"An act to include certain computer-related projects in the Federal permitting program under title XLI of the FAST Act, and for other purposes",United States Congress,United States,Federal government,U.S. federal laws,Law/Act,2022-08-16,2022,8,positive,0.9396,low,0.0,97,1.0,Enacted,"An Act To include certain computer-related projects in the Federal permitting program under title XLI of the FAST Act, and for other purposes. Be it enacted by the Senate and House of Representatives of the United States of America in Congress assembled, SECTION 1. FEDERAL PERMITTING IMPROVEMENT. Section 41001(6)(A) of the FAST Act (42 U.S.C. 4370m(6)(A)) is amended, in the matter preceding clause (i), by inserting semiconductors, artificial intelligence and machine learning, high-performance computing and advanced computer hardware and software, quantum information science and technology, data storage and data management, cybersecurity,'' after manufacturing,''. Approved August 16, 2022.",https://www.congress.gov/bill/117th-congress/senate-bill/3451/text?s=6&r=1&q=%7B%22search%22%3A%5B%22%5C%22artificial+intelligence%5C%22+OR+%5C%22machine+learning%5C%22+OR+%5C%22algorithm%5C%22%22%5D%7D,en,
27,Artificial Intelligence Training for the Acquisition Workforce Act,United States Congress,United States,Federal government,U.S. federal laws,Law/Act,2022-10-17,2022,10,positive,0.9714,low,0.0,221,1.0,Enacted,"SECTION 1. SHORT TITLE. This Act may be cited as the ``Artificial Intelligence Training for the Acquisition Workforce Act'' or the ``AI Training Act''. SEC. 2. ARTIFICIAL INTELLIGENCE TRAINING PROGRAMS. (a) Definitions.--In this section: (1) AI.--The term ``AI'' has the meaning given the term ``artificial intelligence'' in section 238(g) of the John S. McCain National Defense Authorization Act for Fiscal Year 2019 (10 U.S.C. 2358 note). (2) AI training program.--The term ``AI training program'' means the training program established under subsection (b)(1). (3) Covered workforce.--The term ``covered workforce'' means-- (A) employees of an executive agency who are responsible for-- (i) program management; (ii) the planning, research, development, engineering, testing, and evaluation of systems, including quality control and assurance; (iii) procurement and contracting; (iv) logistics; or (v) cost estimating; and (B) other personnel of an executive agency designated by the head of the executive agency to participate in the AI training program. (4) Director.--The term ``Director'' means the Director of the Office of Management and Budget. (5) Executive agency.--The term ``executive agency''-- (A) has the meaning given the term in section 133 of title 41, United States Code; and (B) does not include-- (i) the Department of Defense or a component of the Department of Defense; or (ii) the National Nuclear Security Administration or a component of the National Nuclear Security Admin",https://www.congress.gov/bill/117th-congress/senate-bill/2551/text,en,"Strategies: Evaluation, Strategies: Evaluation: Impact assessment, Strategies: Government study or report, Strategies: Government support: For R&D, Strategies: Government support: AI workforce-related, Strategies: New institution, Applications: Education, Applications: Government: other applications/unspecified"
